video_filename,start_time,end_time,label
Arrest020_x264.mp4,00:00.0,00:09.2,normal
Arrest020_x264.mp4,00:09.1,00:33.2,normal
Arrest020_x264.mp4,00:37.2,00:49.8,normal
Arrest020_x264.mp4,00:49.0,00:52.2,normal
Arrest020_x264.mp4,00:49.0,00:55.2,normal
Arrest020_x264.mp4,01:00.5,01:08.2,normal
Arrest020_x264.mp4,01:05.5,01:11.2,normal
Arrest020_x264.mp4,01:12.0,01:26.3,normal
Arrest022_x264.mp4,00:00.0,00:03.1,normal
Arrest022_x264.mp4,00:03.1,00:15.3,normal
Arrest022_x264.mp4,00:04.6,00:30.4,normal
Arrest022_x264.mp4,00:10.1,00:18.9,normal
Arrest022_x264.mp4,00:18.9,00:31.8,normal
Arrest022_x264.mp4,00:21.1,00:33.9,normal
Arrest022_x264.mp4,00:25.3,00:53.1,normal
Arrest023_x264.mp4,00:00.0,00:04.9,normal
Arrest023_x264.mp4,00:04.9,00:37.0,normal
Arrest023_x264.mp4,00:05.3,00:10.1,normal
Arrest023_x264.mp4,00:25.2,00:37.0,normal
Arrest024_x264.mp4,00:00.0,00:32.8,normal
Arrest024_x264.mp4,00:00.0,00:30.4,normal
Arrest024_x264.mp4,00:30.4,00:38.2,normal
Arrest024_x264.mp4,00:30.4,00:36.1,normal
Arrest024_x264.mp4,00:36.4,00:40.1,normal
Arrest024_x264.mp4,00:43.1,00:52.1,normal
Arrest024_x264.mp4,00:52.0,02:00.1,normal
Arrest024_x264.mp4,00:58.8,01:04.8,normal
Arrest024_x264.mp4,01:04.8,02:00.2,normal
Arrest024_x264.mp4,01:05.8,02:00.2,normal
Arrest024_x264.mp4,01:39.2,01:46.7,normal
Arrest025_x264.mp4,00:00.0,00:09.2,normal
Arrest025_x264.mp4,00:10.0,00:23.2,normal
Arrest025_x264.mp4,00:21.0,00:23.2,normal
Arrest026_x264.mp4,00:00.0,00:16.0,normal
Arrest026_x264.mp4,00:16.6,00:21.0,normal
Arrest026_x264.mp4,00:21.0,00:24.3,normal
Arrest026_x264.mp4,00:24.3,00:42.0,normal
Arrest026_x264.mp4,00:42.1,01:32.4,normal
Arrest026_x264.mp4,01:41.4,02:18.6,normal
Arrest026_x264.mp4,02:06.4,02:20.6,normal
Arrest026_x264.mp4,02:20.7,03:00.0,normal
Arrest026_x264.mp4,03:03.0,03:34.2,normal
Arrest027_x264.mp4,00:00.0,00:14.1,normal
Arrest027_x264.mp4,00:14.1,00:31.0,normal
Arrest027_x264.mp4,00:25.4,00:39.0,normal
Arrest027_x264.mp4,00:39.4,00:56.2,normal
Arrest028_x264.mp4,00:00.0,00:06.5,normal
Arrest028_x264.mp4,00:00.0,00:08.1,normal
Arrest028_x264.mp4,00:08.1,00:23.1,normal
Arrest028_x264.mp4,00:23.1,00:27.0,normal
Arrest028_x264.mp4,00:27.1,00:46.0,normal
Arrest028_x264.mp4,00:45.8,00:50.1,normal
Arrest028_x264.mp4,00:50.1,01:10.6,normal
Arrest028_x264.mp4,01:09.6,01:22.2,normal
Arrest028_x264.mp4,01:09.8,01:12.4,normal
Arrest028_x264.mp4,01:19.6,01:22.6,normal
Arrest031_x264.mp4,00:00.0,00:05.1,normal
Arrest031_x264.mp4,00:05.0,00:43.3,normal
Arrest031_x264.mp4,00:07.3,00:35.9,normal
Arrest031_x264.mp4,00:30.4,00:35.9,normal
Arrest031_x264.mp4,00:35.9,00:44.5,normal
Arrest031_x264.mp4,00:43.1,00:45.2,normal
Arrest031_x264.mp4,00:44.2,01:01.2,normal
Arrest031_x264.mp4,00:48.1,01:01.2,normal
Arrest031_x264.mp4,00:50.1,01:01.2,normal
Arrest031_x264.mp4,00:51.0,00:57.7,normal
Arrest032_x264.mp4,00:00.0,00:02.6,normal
Arrest032_x264.mp4,00:02.0,00:05.1,normal
Arrest032_x264.mp4,00:05.6,00:13.3,normal
Arrest032_x264.mp4,00:09.6,00:14.0,normal
Arrest032_x264.mp4,00:14.6,00:17.1,normal
Arrest032_x264.mp4,00:39.8,00:51.0,normal
Arrest032_x264.mp4,00:51.8,00:56.0,normal
Arrest036_x264.mp4,00:00.0,00:02.8,normal
Arrest036_x264.mp4,00:03.1,00:11.7,normal
Arrest036_x264.mp4,00:03.6,00:08.8,normal
Arrest036_x264.mp4,00:03.9,00:20.7,normal
Arrest036_x264.mp4,00:26.7,00:31.1,normal
Arrest036_x264.mp4,00:31.1,01:33.1,normal
Arrest036_x264.mp4,00:38.8,00:41.4,normal
Arrest036_x264.mp4,00:41.0,02:07.5,normal
Arrest036_x264.mp4,01:02.8,01:36.6,normal
Arrest036_x264.mp4,01:35.3,01:42.0,normal
Arrest036_x264.mp4,01:48.5,02:07.5,normal
Arrest037_x264.mp4,00:00.0,00:04.6,normal
Arrest037_x264.mp4,00:06.0,00:08.5,normal
Arrest037_x264.mp4,00:08.5,00:11.8,normal
Arrest037_x264.mp4,00:08.5,00:18.1,normal
Arrest037_x264.mp4,00:17.7,00:23.0,normal
Arrest037_x264.mp4,00:19.5,00:22.8,normal
Arrest037_x264.mp4,00:33.8,00:42.4,normal
Arrest037_x264.mp4,00:46.2,01:02.2,normal
Arrest037_x264.mp4,01:01.2,01:11.1,normal
Arrest038_x264.mp4,00:01.3,00:02.0,suspicious
Arrest038_x264.mp4,00:02.0,00:03.1,suspicious
Arrest038_x264.mp4,00:02.2,00:03.4,suspicious
Arrest038_x264.mp4,00:03.4,00:14.0,normal
Arrest038_x264.mp4,00:12.0,00:15.4,normal
Arrest038_x264.mp4,00:15.4,00:25.8,normal
Arrest038_x264.mp4,00:15.4,00:25.8,normal
Arrest038_x264.mp4,00:21.8,00:34.1,suspicious
Arrest038_x264.mp4,00:44.5,00:50.8,suspicious
Arrest038_x264.mp4,01:07.9,01:13.2,suspicious
Arrest040_x264.mp4,00:10.7,00:18.5,normal
Arrest040_x264.mp4,00:17.4,00:34.1,normal
Arrest040_x264.mp4,00:23.4,00:44.8,normal
Arrest040_x264.mp4,00:46.5,00:59.1,normal
Arrest041_x264.mp4,00:00.0,00:02.0,normal
Arrest041_x264.mp4,00:12.9,00:16.0,normal
Arrest041_x264.mp4,00:17.9,00:18.8,normal
Arrest041_x264.mp4,00:17.8,00:53.7,normal
Arrest041_x264.mp4,00:17.8,00:26.7,normal
Arrest041_x264.mp4,00:17.8,00:53.7,normal
Arrest041_x264.mp4,00:43.8,00:59.7,normal
Arrest041_x264.mp4,00:58.3,01:09.0,suspicious
Arrest041_x264.mp4,00:55.1,01:11.0,suspicious
Arrest041_x264.mp4,01:25.8,01:31.3,suspicious
Arrest041_x264.mp4,01:34.9,01:50.0,normal
Arrest041_x264.mp4,01:50.0,02:05.1,normal
Arrest042_x264.mp4,00:00.0,00:03.6,normal
Arrest042_x264.mp4,00:03.4,00:15.3,normal
Arrest042_x264.mp4,00:04.6,00:30.4,normal
Arrest042_x264.mp4,00:10.1,00:18.9,normal
Arrest042_x264.mp4,00:17.2,00:19.8,normal
Arrest042_x264.mp4,00:19.2,00:22.1,normal
Arrest042_x264.mp4,00:26.2,00:37.8,normal
Arrest042_x264.mp4,00:22.2,00:49.8,normal
Arrest042_x264.mp4,00:21.1,00:33.9,normal
Arrest042_x264.mp4,00:25.3,00:53.0,normal
Arson001_x264.mp4,00:19.3,00:21.4,normal
Arson001_x264.mp4,00:32.5,00:36.2,normal
Arson001_x264.mp4,00:36.1,00:44.0,normal
Arson001_x264.mp4,00:46.9,00:52.3,normal
Arson001_x264.mp4,00:52.6,00:59.2,normal
Arson001_x264.mp4,01:00.5,01:02.2,normal
Arson001_x264.mp4,01:04.1,01:09.2,normal
Arson003_x264.mp4,00:00.1,00:17.5,normal
Arson003_x264.mp4,00:30.3,00:49.1,normal
Arson003_x264.mp4,00:49.6,01:30.6,normal
Arson003_x264.mp4,01:34.9,01:46.9,normal
Arson005_x264.mp4,00:00.0,00:04.1,normal
Arson005_x264.mp4,00:04.3,00:08.2,normal
Arson005_x264.mp4,00:22.9,00:38.6,normal
Arson006_x264.mp4,00:06.3,00:18.4,normal
Arson006_x264.mp4,00:20.2,00:58.4,normal
Arson006_x264.mp4,01:13.6,01:23.5,normal
Arson008_x264.mp4,00:00.4,00:06.4,normal
Arson008_x264.mp4,00:12.3,00:17.0,normal
Arson008_x264.mp4,00:17.2,00:20.4,normal
Arson008_x264.mp4,00:20.1,00:23.7,normal
Arson008_x264.mp4,00:30.3,00:34.2,normal
Arson009_x264.mp4,00:00.0,00:08.3,normal
Arson009_x264.mp4,00:08.2,00:10.0,normal
Arson009_x264.mp4,00:11.2,00:22.0,normal
Arson010_x264.mp4,00:08.1,00:13.5,normal
Arson010_x264.mp4,00:20.4,00:30.3,normal
Arson010_x264.mp4,00:30.1,00:32.0,normal
Arson010_x264.mp4,00:33.0,00:38.4,normal
Arson010_x264.mp4,00:38.7,00:42.2,normal
Arson010_x264.mp4,00:58.0,01:05.9,normal
Arson010_x264.mp4,01:10.5,01:12.1,normal
Arson010_x264.mp4,01:16.5,01:21.7,normal
Arson010_x264.mp4,01:23.8,01:29.2,normal
Arson010_x264.mp4,01:35.9,01:36.7,normal
Arson011_x264.mp4,00:02.2,00:09.6,normal
Arson012_x264.mp4,00:01.9,00:05.2,normal
Arson012_x264.mp4,00:10.7,00:12.6,normal
Arson012_x264.mp4,00:19.7,00:20.3,normal
Arson014_x264.mp4,00:08.5,00:18.1,normal
Arson014_x264.mp4,00:21.3,00:33.9,normal
Arson014_x264.mp4,00:33.5,00:39.8,normal
Arson014_x264.mp4,00:40.6,01:01.0,normal
Arson014_x264.mp4,01:01.5,01:25.4,normal
Arson016_x264.mp4,00:01.6,00:12.6,normal
Arson016_x264.mp4,00:15.7,00:20.0,normal
Arson016_x264.mp4,00:20.0,00:25.7,normal
Arson016_x264.mp4,00:30.5,00:55.6,normal
Arson017_x264.mp4,00:04.4,00:09.9,normal
Arson017_x264.mp4,00:11.5,00:17.1,normal
Arson017_x264.mp4,00:21.3,00:28.9,normal
Arson017_x264.mp4,00:31.5,00:41.9,normal
Arson018_x264.mp4,00:02.7,00:12.6,normal
Arson018_x264.mp4,00:13.4,00:17.9,normal
Arson018_x264.mp4,00:19.5,00:25.8,normal
Assault001_x264.mp4,00:04.2,00:13.3,normal
Assault001_x264.mp4,00:13.4,00:22.3,normal
Assault001_x264.mp4,00:22.7,00:28.5,suspicious
Assault001_x264.mp4,00:28.4,00:38.0,suspicious
Assault001_x264.mp4,00:58.7,01:00.2,suspicious
Assault001_x264.mp4,01:00.2,01:05.2,normal
Assault001_x264.mp4,01:05.2,01:06.2,normal
Assault001_x264.mp4,01:06.9,01:09.7,normal
Assault002_x264.mp4,00:01.4,00:05.1,normal
Assault002_x264.mp4,00:05.0,00:10.0,suspicious
Assault002_x264.mp4,00:11.7,00:17.4,suspicious
Assault002_x264.mp4,00:17.4,00:18.4,suspicious
Assault002_x264.mp4,00:18.9,00:30.4,suspicious
Assault002_x264.mp4,00:30.8,00:39.5,normal
Assault002_x264.mp4,00:40.1,00:48.3,normal
Assault002_x264.mp4,00:48.5,00:55.4,normal
Assault002_x264.mp4,00:56.9,01:01.0,normal
Assault002_x264.mp4,01:02.8,01:10.4,normal
Assault002_x264.mp4,01:10.6,01:20.1,normal
Assault004_x264.mp4,00:01.9,00:24.0,normal
Assault004_x264.mp4,00:25.6,00:26.2,normal
Assault004_x264.mp4,00:26.6,00:28.2,normal
Assault004_x264.mp4,00:29.5,00:36.0,normal
Assault004_x264.mp4,00:36.2,01:28.8,normal
Assault004_x264.mp4,01:30.0,01:43.3,suspicious
Assault004_x264.mp4,01:30.0,01:43.3,suspicious
Assault004_x264.mp4,01:43.0,01:46.3,suspicious
Assault005_x264.mp4,00:03.2,00:10.7,normal
Assault005_x264.mp4,00:12.8,00:19.3,suspicious
Assault005_x264.mp4,00:20.2,00:25.4,suspicious
Assault005_x264.mp4,00:26.4,00:36.3,suspicious
Assault005_x264.mp4,00:36.9,00:38.6,suspicious
Assault007_x264.mp4,00:01.7,00:07.0,normal
Assault007_x264.mp4,00:05.1,00:07.0,normal
Assault007_x264.mp4,00:10.8,00:20.3,suspicious
Assault007_x264.mp4,00:22.8,00:33.2,suspicious
Assault007_x264.mp4,00:21.1,00:32.6,suspicious
Assault007_x264.mp4,00:34.7,00:38.8,normal
Assault007_x264.mp4,00:39.1,00:41.4,normal
Assault007_x264.mp4,00:41.7,00:43.0,normal
Assault007_x264.mp4,00:44.6,00:45.1,suspicious
Assault007_x264.mp4,00:48.9,00:52.9,suspicious
Assault007_x264.mp4,00:56.3,00:58.2,suspicious
Assault007_x264.mp4,01:00.1,01:03.2,normal
Assault009_x264.mp4,00:01.5,00:14.1,normal
Assault009_x264.mp4,00:14.7,00:21.9,suspicious
Assault009_x264.mp4,00:21.1,00:27.4,suspicious
Assault009_x264.mp4,00:33.2,00:47.4,suspicious
Assault009_x264.mp4,00:43.1,00:47.6,normal
Assault009_x264.mp4,01:10.9,01:20.2,normal
Assault009_x264.mp4,01:20.2,02:00.0,normal
Assault011_x264.mp4,00:13.2,00:37.1,suspicious
Assault011_x264.mp4,00:41.5,00:48.1,suspicious
Assault011_x264.mp4,00:50.5,01:15.3,normal
Assault012_x264.mp4,00:01.7,00:09.9,normal
Assault012_x264.mp4,00:10.2,00:12.3,suspicious
Assault012_x264.mp4,00:15.1,00:25.9,suspicious
Assault013_x264.mp4,00:01.3,00:18.5,normal
Assault013_x264.mp4,00:19.0,00:26.8,normal
Assault013_x264.mp4,00:19.5,00:26.0,normal
Assault013_x264.mp4,00:41.8,01:19.3,normal
Assault014_x264.mp4,00:01.2,00:05.1,normal
Assault014_x264.mp4,00:05.0,00:08.8,normal
Assault014_x264.mp4,00:01.8,00:08.8,normal
Assault014_x264.mp4,00:09.3,00:10.5,normal
Assault014_x264.mp4,00:10.4,00:12.1,normal
Assault014_x264.mp4,00:10.3,00:12.2,normal
Assault014_x264.mp4,00:16.2,00:20.2,normal
Assault014_x264.mp4,00:21.8,00:23.3,normal
Assault014_x264.mp4,00:23.6,00:25.4,normal
Assault014_x264.mp4,00:21.0,00:25.3,suspicious
Assault014_x264.mp4,00:25.9,00:28.4,suspicious
Assault014_x264.mp4,00:30.0,00:37.8,suspicious
Assault014_x264.mp4,00:38.8,00:57.7,normal
Assault014_x264.mp4,00:56.9,01:02.8,normal
Assault015_x264.mp4,00:01.8,00:10.5,normal
Assault015_x264.mp4,00:14.0,00:14.7,normal
Assault015_x264.mp4,00:14.8,00:19.7,normal
Assault015_x264.mp4,00:20.1,00:25.8,normal
Assault015_x264.mp4,00:20.6,00:25.5,normal
Assault015_x264.mp4,00:26.1,00:31.3,suspicious
Assault015_x264.mp4,00:33.1,00:36.0,suspicious
Assault015_x264.mp4,00:38.2,00:47.0,suspicious
Assault017_x264.mp4,00:07.4,00:19.9,normal
Assault017_x264.mp4,00:20.5,00:30.4,normal
Assault017_x264.mp4,00:31.2,00:35.6,normal
Assault017_x264.mp4,00:35.9,00:38.3,normal
Assault017_x264.mp4,00:38.7,00:44.6,normal
Assault018_x264.mp4,00:01.0,00:03.6,normal
Assault018_x264.mp4,00:03.9,00:11.2,normal
Assault019_x264.mp4,00:04.1,00:27.8,normal
Assault019_x264.mp4,00:28.6,00:30.0,normal
Assault019_x264.mp4,00:31.2,00:35.6,normal
Assault019_x264.mp4,00:37.7,00:50.0,normal
Assault019_x264.mp4,00:50.5,01:23.7,normal
Assault020_x264.mp4,00:02.2,00:06.6,normal
Assault020_x264.mp4,00:07.3,00:10.3,normal
Assault020_x264.mp4,00:11.7,00:15.3,normal
Assault022_x264.mp4,00:01.2,00:18.4,normal
Assault022_x264.mp4,00:19.7,00:23.3,normal
Assault022_x264.mp4,00:24.6,00:29.6,normal
Assault022_x264.mp4,00:29.4,00:42.2,normal
Assault022_x264.mp4,00:43.5,00:45.9,normal
Assault022_x264.mp4,00:50.8,01:10.0,normal
Assault022_x264.mp4,01:05.8,01:10.0,normal
Assault022_x264.mp4,01:10.8,01:24.0,normal
Assault023_x264.mp4,00:03.8,00:30.0,normal
Assault023_x264.mp4,00:29.0,00:30.0,normal
Assault024_x264.mp4,00:01.4,00:06.8,normal
Assault024_x264.mp4,00:08.9,00:12.3,normal
Assault025_x264.mp4,00:01.2,00:14.4,normal
Assault025_x264.mp4,00:14.2,00:17.7,normal
Assault025_x264.mp4,00:18.0,00:20.8,normal
Assault025_x264.mp4,00:20.1,00:25.2,suspicious
Assault025_x264.mp4,00:26.5,00:38.2,suspicious
Assault026_x264.mp4,00:07.8,00:20.3,suspicious
Assault026_x264.mp4,00:21.5,00:26.0,suspicious
Burglary001_x264.mp4,00:07.4,00:12.6,normal
Burglary001_x264.mp4,00:12.7,00:16.2,normal
Burglary001_x264.mp4,00:20.3,00:35.9,normal
Burglary001_x264.mp4,00:26.3,00:30.9,normal
Burglary001_x264.mp4,00:30.3,00:33.9,normal
Burglary001_x264.mp4,00:36.3,00:50.9,normal
Burglary001_x264.mp4,00:34.3,00:50.9,normal
Burglary001_x264.mp4,00:54.6,00:59.9,normal
Burglary001_x264.mp4,00:55.6,00:59.9,normal
Burglary001_x264.mp4,01:07.9,01:25.2,normal
Burglary001_x264.mp4,01:25.9,01:50.8,normal
Burglary001_x264.mp4,01:55.6,01:57.5,normal
Burglary002_x264.mp4,00:05.0,00:10.1,normal
Burglary002_x264.mp4,00:11.5,00:35.5,normal
Burglary002_x264.mp4,00:23.5,01:24.7,normal
Burglary002_x264.mp4,01:23.5,01:24.8,normal
Burglary002_x264.mp4,01:25.5,01:29.8,normal
Burglary002_x264.mp4,01:28.5,01:35.5,normal
Burglary003_x264.mp4,00:01.6,00:10.5,normal
Burglary003_x264.mp4,00:10.5,00:13.5,normal
Burglary003_x264.mp4,00:15.5,00:17.3,normal
Burglary003_x264.mp4,00:18.8,00:19.5,normal
Burglary003_x264.mp4,00:20.4,00:22.1,normal
Burglary003_x264.mp4,00:21.5,00:29.0,normal
Burglary003_x264.mp4,00:28.5,00:37.0,normal
Burglary003_x264.mp4,00:37.4,00:39.1,normal
Burglary004_x264.mp4,00:01.3,00:07.2,normal
Burglary004_x264.mp4,00:07.3,00:09.6,normal
Burglary004_x264.mp4,00:07.3,00:10.6,normal
Burglary004_x264.mp4,00:09.3,00:11.6,normal
Burglary004_x264.mp4,00:12.3,00:17.6,normal
Burglary004_x264.mp4,00:13.3,00:16.6,normal
Burglary004_x264.mp4,00:19.3,00:26.6,normal
Burglary004_x264.mp4,00:27.3,00:30.9,normal
Burglary004_x264.mp4,00:30.1,00:36.3,suspicious
Burglary004_x264.mp4,00:32.0,00:33.1,suspicious
Burglary004_x264.mp4,00:36.0,00:38.1,suspicious
Burglary004_x264.mp4,00:41.7,00:43.6,normal
Burglary004_x264.mp4,00:42.7,00:44.6,normal
Burglary004_x264.mp4,00:44.7,00:50.6,normal
Burglary004_x264.mp4,00:50.3,00:56.7,normal
Burglary007_x264.mp4,00:01.1,00:09.7,normal
Burglary007_x264.mp4,00:01.1,00:12.7,normal
Burglary007_x264.mp4,00:09.1,00:11.7,normal
Burglary007_x264.mp4,00:13.5,00:23.9,normal
Burglary007_x264.mp4,00:28.9,00:33.2,normal
Burglary007_x264.mp4,00:31.9,00:36.1,normal
Burglary008_x264.mp4,00:08.6,00:11.9,normal
Burglary008_x264.mp4,00:08.6,00:10.9,normal
Burglary008_x264.mp4,00:11.6,00:18.7,normal
Burglary008_x264.mp4,00:47.8,00:51.2,normal
Burglary008_x264.mp4,00:47.8,00:51.2,normal
Burglary008_x264.mp4,00:56.2,01:08.3,normal
Burglary008_x264.mp4,01:09.9,01:11.6,normal
Burglary008_x264.mp4,01:11.9,01:18.6,normal
Burglary008_x264.mp4,01:19.9,01:29.6,normal
Burglary009_x264.mp4,00:23.6,00:26.1,normal
Burglary009_x264.mp4,00:28.3,00:30.8,normal
Burglary009_x264.mp4,00:28.3,00:30.2,normal
Burglary009_x264.mp4,00:31.7,00:33.0,normal
Burglary009_x264.mp4,00:33.8,00:38.2,normal
Burglary009_x264.mp4,00:33.9,00:34.2,normal
Burglary009_x264.mp4,00:33.9,00:34.2,normal
Burglary009_x264.mp4,00:40.7,00:43.5,normal
Burglary009_x264.mp4,00:43.7,00:49.5,normal
Burglary009_x264.mp4,00:42.7,00:53.5,normal
Burglary009_x264.mp4,00:55.7,00:57.5,normal
Burglary009_x264.mp4,01:07.8,01:10.9,normal
Burglary011_x264.mp4,00:02.1,00:05.4,suspicious
Burglary011_x264.mp4,00:05.2,00:08.9,suspicious
Burglary011_x264.mp4,00:09.9,00:15.2,suspicious
Burglary011_x264.mp4,00:15.4,00:18.2,normal
Burglary011_x264.mp4,00:15.4,00:18.2,normal
Burglary011_x264.mp4,00:19.0,00:20.2,normal
Burglary011_x264.mp4,00:25.9,00:38.3,normal
Burglary011_x264.mp4,00:39.4,00:55.2,normal
Burglary011_x264.mp4,00:56.5,01:01.4,normal
Burglary012_x264.mp4,00:01.2,00:05.8,suspicious
Burglary012_x264.mp4,00:05.2,00:10.8,suspicious
Burglary012_x264.mp4,00:10.1,00:25.2,suspicious
Burglary012_x264.mp4,00:25.2,00:30.8,suspicious
Burglary012_x264.mp4,00:31.0,00:33.8,suspicious
Burglary012_x264.mp4,00:33.2,00:35.6,suspicious
Burglary012_x264.mp4,00:36.3,00:38.4,suspicious
Burglary012_x264.mp4,00:39.3,00:46.4,suspicious
Burglary012_x264.mp4,00:50.1,00:52.1,suspicious
Burglary013_x264.mp4,00:05.5,00:20.8,normal
Burglary013_x264.mp4,00:10.5,00:20.8,normal
Burglary013_x264.mp4,00:20.9,00:29.7,normal
Burglary013_x264.mp4,00:20.9,00:29.7,normal
Burglary013_x264.mp4,00:29.9,00:33.7,normal
Burglary013_x264.mp4,00:33.9,00:37.7,normal
Burglary013_x264.mp4,00:30.9,00:52.7,normal
Burglary013_x264.mp4,00:39.9,00:42.9,normal
Burglary013_x264.mp4,00:42.9,00:52.7,normal
Burglary013_x264.mp4,00:53.7,00:55.5,normal
Burglary013_x264.mp4,00:55.7,00:58.5,normal
Burglary013_x264.mp4,00:58.8,01:08.2,normal
Burglary014_x264.mp4,00:00.3,00:04.3,suspicious
Burglary014_x264.mp4,00:04.3,00:08.9,suspicious
Burglary014_x264.mp4,00:08.6,00:16.3,suspicious
Burglary014_x264.mp4,00:16.2,00:24.3,suspicious
Burglary014_x264.mp4,00:24.3,00:27.8,suspicious
Burglary014_x264.mp4,00:24.1,00:27.3,normal
Burglary014_x264.mp4,00:25.0,00:45.4,normal
Burglary014_x264.mp4,00:47.5,00:54.8,normal
Burglary014_x264.mp4,00:56.8,01:16.3,suspicious
Burglary014_x264.mp4,01:16.6,01:24.4,suspicious
Burglary015_x264.mp4,00:01.7,00:03.6,normal
Burglary015_x264.mp4,00:03.8,00:07.6,normal
Burglary015_x264.mp4,00:08.1,00:16.6,normal
Burglary015_x264.mp4,00:08.8,00:16.3,normal
Burglary015_x264.mp4,00:16.9,00:26.0,normal
Burglary015_x264.mp4,00:24.8,00:36.6,normal
Burglary017_x264.mp4,00:01.6,00:10.4,normal
Burglary017_x264.mp4,00:14.4,00:16.7,normal
Burglary017_x264.mp4,00:16.4,00:17.7,normal
Burglary017_x264.mp4,00:18.4,00:19.7,normal
Burglary017_x264.mp4,00:20.0,00:24.0,normal
Burglary017_x264.mp4,00:25.9,00:28.1,normal
Burglary017_x264.mp4,00:29.9,00:30.1,normal
Burglary017_x264.mp4,00:32.9,00:34.1,normal
Burglary017_x264.mp4,00:33.9,00:38.1,normal
Burglary017_x264.mp4,00:40.5,00:45.3,normal
Burglary017_x264.mp4,00:45.3,00:57.6,normal
Burglary017_x264.mp4,00:57.6,01:00.1,normal
Burglary017_x264.mp4,01:02.9,01:10.4,normal
Burglary018_x264.mp4,00:03.8,00:10.1,normal
Burglary018_x264.mp4,00:10.8,00:18.1,suspicious
Burglary018_x264.mp4,00:18.8,00:33.3,suspicious
Burglary018_x264.mp4,00:33.8,00:34.1,suspicious
Burglary018_x264.mp4,00:34.8,00:36.9,normal
Burglary019_x264.mp4,00:01.8,00:03.1,normal
Burglary019_x264.mp4,00:03.8,00:05.1,normal
Burglary019_x264.mp4,00:05.2,00:10.1,normal
Burglary019_x264.mp4,00:10.5,00:20.0,normal
Burglary019_x264.mp4,00:20.5,00:30.0,normal
Burglary019_x264.mp4,00:20.5,00:22.0,normal
Burglary019_x264.mp4,00:35.5,00:40.0,normal
Burglary019_x264.mp4,00:40.5,00:42.0,normal
Burglary019_x264.mp4,00:42.5,00:44.0,normal
Burglary019_x264.mp4,00:44.2,01:10.1,normal
Burglary019_x264.mp4,01:20.4,01:21.0,normal
Burglary019_x264.mp4,01:21.4,01:23.0,normal
Burglary019_x264.mp4,01:21.4,01:23.0,normal
Burglary019_x264.mp4,01:23.0,01:28.2,normal
Burglary019_x264.mp4,01:30.0,01:35.2,normal
Burglary020_x264.mp4,00:10.6,00:13.3,normal
Burglary020_x264.mp4,00:13.0,00:18.9,normal
Burglary020_x264.mp4,00:21.6,00:28.9,normal
Burglary020_x264.mp4,00:34.4,00:41.5,normal
Burglary020_x264.mp4,00:41.2,01:00.9,normal
Burglary020_x264.mp4,01:01.6,01:18.1,normal
Burglary020_x264.mp4,01:18.5,01:26.1,normal
Burglary021_x264.mp4,00:01.9,00:07.4,normal
Burglary021_x264.mp4,00:07.9,00:09.1,normal
Burglary021_x264.mp4,00:09.9,00:11.2,normal
Burglary021_x264.mp4,00:11.2,00:13.2,normal
Burglary021_x264.mp4,00:25.2,00:40.0,suspicious
Burglary021_x264.mp4,00:40.1,00:43.0,suspicious
Burglary021_x264.mp4,00:43.2,00:45.8,suspicious
Burglary021_x264.mp4,00:45.9,00:49.2,normal
Burglary022_x264.mp4,00:01.5,00:22.3,normal
Burglary022_x264.mp4,00:23.1,00:25.3,normal
Burglary022_x264.mp4,00:25.1,00:28.3,normal
Burglary022_x264.mp4,00:28.1,00:33.3,normal
Burglary022_x264.mp4,00:33.1,00:37.3,normal
Burglary022_x264.mp4,00:34.1,00:35.3,normal
Burglary022_x264.mp4,00:38.1,00:47.1,suspicious
Burglary022_x264.mp4,00:47.1,00:55.4,suspicious
Burglary022_x264.mp4,00:55.2,00:57.6,suspicious
Burglary022_x264.mp4,00:58.2,01:01.4,normal
Burglary022_x264.mp4,01:05.2,01:14.4,normal
Burglary022_x264.mp4,01:13.2,01:15.4,normal
Burglary022_x264.mp4,01:21.2,01:25.4,normal
Burglary024_x264.mp4,00:01.2,00:14.3,normal
Burglary024_x264.mp4,00:14.2,00:24.2,normal
Burglary024_x264.mp4,00:21.3,00:34.3,normal
Burglary024_x264.mp4,00:31.0,00:44.8,normal
Burglary024_x264.mp4,00:39.1,00:41.5,normal
Burglary024_x264.mp4,00:41.2,00:44.3,normal
Burglary025_x264.mp4,00:01.5,00:06.5,normal
Burglary025_x264.mp4,00:11.2,00:35.0,normal
Burglary025_x264.mp4,00:50.6,00:57.3,normal
Burglary025_x264.mp4,01:03.6,01:06.7,normal
Burglary025_x264.mp4,01:12.5,01:25.2,normal
Burglary025_x264.mp4,01:25.5,01:32.2,normal
Burglary025_x264.mp4,01:42.3,02:06.0,normal
Burglary025_x264.mp4,02:07.7,02:10.5,normal
Burglary025_x264.mp4,02:17.5,02:20.2,normal
Burglary025_x264.mp4,02:23.0,02:45.5,normal
Burglary025_x264.mp4,02:47.4,02:49.0,normal
Burglary025_x264.mp4,02:49.5,02:51.2,normal
Burglary025_x264.mp4,02:57.7,03:15.9,normal
Burglary025_x264.mp4,03:20.0,03:25.8,normal
Burglary026_x264.mp4,00:01.3,00:11.4,normal
Burglary026_x264.mp4,00:11.1,00:16.2,normal
Burglary026_x264.mp4,00:30.0,00:36.2,normal
Burglary026_x264.mp4,00:36.7,00:40.2,normal
